Red-black tree:
818.1824972853065	2212.5088879838586	5709.222724661231
2221.9882598146796	3611.6513842716813	7117.032644338906
2235.4537853971124	3629.448131658137	7147.0295041799545
2247.9502055794	3676.397740840912	7256.873670034111
2273.7507289275527	3501.600356772542	6784.837976098061
2174.370728433132	3509.35035943985	6902.288285084069
2222.96969499439	3642.704545520246	7228.870612569153
2276.798035018146	3495.1272755861282	6784.552141092718
2231.284216977656	3449.6869910508394	6756.393721327186
2271.538452245295	3486.3356221467257	6776.104090735316
2247.6261481642723	3462.5235749408603	6767.632224597037
2243.7912011519074	3477.9835557565093	6796.224927529693
2249.3735002353787	3473.438906483352	6797.675522975624
2246.525558643043	3458.308515138924	6759.394603781402
2224.7756216675043	3434.2554630711675	6720.238544046879
2235.740242525935	3445.4079689458013	6780.155198648572
2247.6725028827786	3471.2404450401664	6754.75728418678
2202.1261770278215	3657.6980128884315	6650.825737044215
2204.5004134997725	3650.772268883884	7277.677152305841
2273.957126773894	3489.620382897556	6782.0678148418665
2241.6386706754565	3458.912706002593	6767.9701671004295
2245.6613332033157	3472.200377844274	6787.201922386885
2250.048393383622	3477.654459886253	6791.981093585491
2249.638277105987	3470.4461842775345	6796.387488022447
2266.4868580177426	3501.3487162068486	6809.035601094365
2222.110909409821	3441.783959977329	6747.541853226721
2234.1148797422647	3454.9174457788467	6753.88690084219
2224.6187292039394	3444.1603403538465	6755.746526643634
2239.909866824746	3461.8612388148904	6798.392431810498
2239.251716993749	3461.0131215304136	6779.656337574124
Scapegoat tree, alpha=0.5:
8061.608491465449	17149.871185421944	39403.00133265555
6498.929249122739	15175.005229189992	37508.52783024311
6553.802696056664	16014.070575125515	38209.3543112278
6681.090138852596	16054.852632805705	39904.675769619644
6999.675109051168	16225.750929675996	38688.5649273172
6902.83933468163	16170.825427398086	37984.87816285342
6756.681543774903	16027.104688808322	39169.42418925464
7020.434699952602	15902.801937423646	39233.34383405745
6934.758976101875	15711.877698078752	39315.21380599588
6736.565684899688	15909.127397462726	40087.105479091406
6844.537301920354	15835.76172310859	37772.44868595153
6961.5792715922	15941.580241546035	38747.70070426166
7111.7390394210815	16747.918299399316	40420.884020626545
6835.817094892263	16210.882890969515	39114.15632162243
6769.680166617036	15910.75116675347	38855.97014520317
7030.635053291917	16317.319146357477	38750.07977895439
7117.351535707712	16529.079844243824	39659.138976596296
6714.2153941094875	15481.689781881869	38182.81634058803
6997.586471028626	16228.364994749427	38359.81122497469
6972.047506831586	15913.741397671402	38185.28727721423
7155.15173971653	16186.893197707832	38860.126913525164
6908.188764005899	15711.204269900918	39336.5333955735
7084.2044949531555	16101.053286343813	39701.87383517623
6725.416271016002	15890.744932927191	39196.28808181733
7145.777705125511	16530.235709622502	40671.650651842356
7032.099716365337	15361.597728915513	37509.11265425384
6768.612664192915	16318.258657120168	38785.66530067474
6672.01567068696	15750.468953512609	37755.179713480175
6850.312281399965	16171.82435002178	40352.31573879719
6647.0529697835445	15964.3685054034	39675.09332112968
Scapegoat tree, alpha=0.6:
1248.091054148972	2769.940821453929	6479.682512581348
1250.8212430402637	2770.593631081283	6490.400027483702
1247.668655589223	2768.377324566245	6485.23049429059
1257.810665294528	2794.418224133551	6528.5430029034615
1267.882328480482	2803.8371792063117	6530.297674238682
1245.8514412865043	2764.9369286373258	6468.8750905916095
1241.16254132241	2759.5870941877365	6459.522831253707
1242.8558738902211	2761.9821345433593	6453.975607641041
1246.2647780776024	2786.3314719870687	6490.924789570272
1253.9614886045456	2780.742675997317	6506.162257865071
1255.057985894382	2782.2046605870128	6505.677551031113
1251.5425579622388	2779.2107574641705	6500.012448988855
1263.425288721919	2820.445276796818	6563.479027710855
1239.5488461479545	2755.4794596508145	6449.480723589659
1252.2866316139698	2778.043333441019	6495.599473826587
1257.353501394391	2786.0761787742376	6514.695444144309
1272.2765477374196	2817.92757473886	6587.584346532822
1244.4784380495548	2766.1939319223166	6473.909955471754
1258.4798848256469	2791.3542073220015	6531.409497372806
1265.7045889645815	2805.3490770980716	6542.808166705072
1246.9055308029056	2768.3059023693204	6497.006989084184
1251.5864726155996	2777.2109704092145	6497.779631987214
1248.4403308480978	2772.615252994001	6485.659408383071
1256.878910586238	2787.7919394522905	6520.126698538661
1253.5477988421917	2788.1503803655505	6536.609190516174
1239.463928155601	2750.785415060818	6436.458610929549
1244.5152467116714	2768.483964726329	6471.865553408861
1255.6925667449832	2783.730348572135	6517.438466660678
1252.9044887050986	2778.3597325906157	6502.828191034496
1245.4052362591028	2764.5150646567345	6469.572426751256
Scapegoat tree, alpha=0.7:
1189.9359421804547	2647.8795893490314	6117.25177615881
1193.7784850597382	2657.310395501554	6141.990650445223
1182.6849794015288	2635.3316232562065	6094.685043208301
1181.4628522843122	2640.392392873764	6109.832415357232
1190.1571676135063	2647.858750075102	6122.757249511778
1187.753445468843	2650.7083252072334	6115.860980935395
1180.325829423964	2630.5430671200156	6085.455778986216
1201.153534464538	2670.104317367077	6184.623076580465
1161.0213117673993	2689.78341948241	6219.811653718352
1155.9547912329435	2621.530414558947	6097.924632020295
1179.1818318888545	2634.7586195915937	6091.7494762688875
1189.2485721036792	2649.906142614782	6120.45747321099
1176.432365551591	2622.307011857629	6054.611667059362
1178.285009227693	2638.094105757773	6092.1206418424845
1202.0179023966193	2675.3825321793556	6192.747797816992
1161.1600471660495	2692.538441158831	6230.280911549926
1132.794076576829	2588.8896230608225	6027.006374672055
1201.1777115985751	2668.061688542366	6142.542356625199
1185.079406015575	2643.180043436587	6105.3806357085705
